survey_id,country,area,ecoregion,realm,location,site_code,site_name,latitude,longitude,survey_date,depth,geom,program,visibility,hour,survey_latitude,survey_longitude,diver,method,block,phylum,class,order,family,recorded_species_name,species_name,taxon,reporting_name,size_class,total,biomass
923401390,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD2,Tappers Cove,47.66498,-52.72689,3/10/2022,6,0101000020E61000000DE544BB0A5D4AC03E3F8C101ED54740,RLS,5,12:10:00,47.66498,-52.72689,Jasmin Schuster,1,1,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus morhua,Gadus morhua,Gadus morhua,Gadus morhua,2.5,1,0.21355831
923401390,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD2,Tappers Cove,47.66498,-52.72689,3/10/2022,6,0101000020E61000000DE544BB0A5D4AC03E3F8C101ED54740,RLS,5,12:10:00,47.66498,-52.72689,Jasmin Schuster,1,2,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus morhua,Gadus morhua,Gadus morhua,Gadus morhua,5,22,39.5370565
923401390,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD2,Tappers Cove,47.66498,-52.72689,3/10/2022,6,0101000020E61000000DE544BB0A5D4AC03E3F8C101ED54740,RLS,5,12:10:00,47.66498,-52.72689,Jasmin Schuster,1,2,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus morhua,Gadus morhua,Gadus morhua,Gadus morhua,2.5,25,5.338957756
923401390,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD2,Tappers Cove,47.66498,-52.72689,3/10/2022,6,0101000020E61000000DE544BB0A5D4AC03E3F8C101ED54740,RLS,5,12:10:00,47.66498,-52.72689,Jasmin Schuster,1,2,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Myoxocephalus aenaeus,Myoxocephalus aenaeus,Myoxocephalus aenaeus,Myoxocephalus aenaeus,5,1,
923401390,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD2,Tappers Cove,47.66498,-52.72689,3/10/2022,6,0101000020E61000000DE544BB0A5D4AC03E3F8C101ED54740,RLS,5,12:10:00,47.66498,-52.72689,Jasmin Schuster,1,2,Chordata,Actinopterygii,Perciformes,Labridae,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,5,5,12.97362461
923401390,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD2,Tappers Cove,47.66498,-52.72689,3/10/2022,6,0101000020E61000000DE544BB0A5D4AC03E3F8C101ED54740,RLS,5,12:10:00,47.66498,-52.72689,Jasmin Schuster,1,2,Chordata,Actinopterygii,Perciformes,Labridae,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,2.5,2,0.676696861
923401389,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD12,Biscayan Cove,47.803726,-52.787438,5/10/2022,8,0101000020E610000057D0B4C4CA644AC0F2785A7EE0E64740,RLS,5,12:50:00,47.80372,-52.78743,Jasmin Schuster,1,1,Chordata,Actinopterygii,Perciformes,Labridae,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,2.5,3,1.015045291
923401389,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD12,Biscayan Cove,47.803726,-52.787438,5/10/2022,8,0101000020E610000057D0B4C4CA644AC0F2785A7EE0E64740,RLS,5,12:50:00,47.80372,-52.78743,Jasmin Schuster,1,1,Chordata,Actinopterygii,Perciformes,Stichaeidae,Ulvaria subbifurcata,Ulvaria subbifurcata,Ulvaria subbifurcata,Ulvaria subbifurcata,7.5,1,
923401389,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD12,Biscayan Cove,47.803726,-52.787438,5/10/2022,8,0101000020E610000057D0B4C4CA644AC0F2785A7EE0E64740,RLS,5,12:50:00,47.80372,-52.78743,Valesca De Groot,1,2,Chordata,Actinopterygii,Perciformes,Stichaeidae,Ulvaria subbifurcata,Ulvaria subbifurcata,Ulvaria subbifurcata,Ulvaria subbifurcata,7.5,1,
923401388,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD1,Middle Cove,47.65214,-52.69617,6/10/2022,5.5,0101000020E6100000683A3B191C594AC0EC34D25279D34740,RLS,4,10:20:00,47.65214,-52.69617,Jasmin Schuster,1,1,,,,,No species found,No species found,,,0,1,
923401388,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD1,Middle Cove,47.65214,-52.69617,6/10/2022,5.5,0101000020E6100000683A3B191C594AC0EC34D25279D34740,RLS,4,10:20:00,47.65214,-52.69617,Valesca De Groot,1,2,Chordata,Actinopterygii,Perciformes,Stichaeidae,Ulvaria subbifurcata,Ulvaria subbifurcata,Ulvaria subbifurcata,Ulvaria subbifurcata,5,1,
923401387,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD4,Portugal Cove,47.62729,-52.85769,4/10/2022,6.5,0101000020E61000009A0D32C9C86D4AC0CE8DE9094BD04740,RLS,4,12:50:00,47.62729,-52.85769,Jasmin Schuster,1,1,Chordata,Actinopterygii,Perciformes,Labridae,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,5,8,20.75779938
923401387,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD4,Portugal Cove,47.62729,-52.85769,4/10/2022,6.5,0101000020E61000009A0D32C9C86D4AC0CE8DE9094BD04740,RLS,4,12:50:00,47.62729,-52.85769,Jasmin Schuster,1,1,Chordata,Actinopterygii,Perciformes,Labridae,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,7.5,5,42.71629115
923401387,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD4,Portugal Cove,47.62729,-52.85769,4/10/2022,6.5,0101000020E61000009A0D32C9C86D4AC0CE8DE9094BD04740,RLS,4,12:50:00,47.62729,-52.85769,Jasmin Schuster,1,1,Chordata,Actinopterygii,Perciformes,Labridae,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,2.5,48,16.24072465
923401387,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD4,Portugal Cove,47.62729,-52.85769,4/10/2022,6.5,0101000020E61000009A0D32C9C86D4AC0CE8DE9094BD04740,RLS,4,12:50:00,47.62729,-52.85769,Valesca De Groot,1,2,Chordata,Actinopterygii,Perciformes,Labridae,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,7.5,16,136.6921317
923401387,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD4,Portugal Cove,47.62729,-52.85769,4/10/2022,6.5,0101000020E61000009A0D32C9C86D4AC0CE8DE9094BD04740,RLS,4,12:50:00,47.62729,-52.85769,Valesca De Groot,1,2,Chordata,Actinopterygii,Perciformes,Labridae,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,5,22,57.08394829
923401387,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD4,Portugal Cove,47.62729,-52.85769,4/10/2022,6.5,0101000020E61000009A0D32C9C86D4AC0CE8DE9094BD04740,RLS,4,12:50:00,47.62729,-52.85769,Valesca De Groot,1,2,Chordata,Actinopterygii,Perciformes,Labridae,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,2.5,8,2.706787442
923401387,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD4,Portugal Cove,47.62729,-52.85769,4/10/2022,6.5,0101000020E61000009A0D32C9C86D4AC0CE8DE9094BD04740,RLS,4,12:50:00,47.62729,-52.85769,Valesca De Groot,1,2,Chordata,Actinopterygii,Perciformes,Labridae,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,12.5,2,76.67733399
923401387,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD4,Portugal Cove,47.62729,-52.85769,4/10/2022,6.5,0101000020E61000009A0D32C9C86D4AC0CE8DE9094BD04740,RLS,4,12:50:00,47.62729,-52.85769,Valesca De Groot,1,2,Chordata,Actinopterygii,Perciformes,Labridae,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,10,4,79.59365931
923401386,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD4,Portugal Cove,47.62729,-52.85769,4/10/2022,8.5,0101000020E61000009A0D32C9C86D4AC0CE8DE9094BD04740,RLS,3,10:50:00,47.62729,-52.85769,Jasmin Schuster,1,1,Chordata,Actinopterygii,Perciformes,Labridae,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,12.5,2,76.67733399
923401386,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD4,Portugal Cove,47.62729,-52.85769,4/10/2022,8.5,0101000020E61000009A0D32C9C86D4AC0CE8DE9094BD04740,RLS,3,10:50:00,47.62729,-52.85769,Jasmin Schuster,1,1,Chordata,Actinopterygii,Perciformes,Labridae,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,10,2,39.79682966
923401386,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD4,Portugal Cove,47.62729,-52.85769,4/10/2022,8.5,0101000020E61000009A0D32C9C86D4AC0CE8DE9094BD04740,RLS,3,10:50:00,47.62729,-52.85769,Jasmin Schuster,1,1,Chordata,Actinopterygii,Perciformes,Labridae,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,7.5,1,8.54325823
923401386,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD4,Portugal Cove,47.62729,-52.85769,4/10/2022,8.5,0101000020E61000009A0D32C9C86D4AC0CE8DE9094BD04740,RLS,3,10:50:00,47.62729,-52.85769,Jasmin Schuster,1,1,Chordata,Actinopterygii,Perciformes,Labridae,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,5,1,2.594724922
923401386,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD4,Portugal Cove,47.62729,-52.85769,4/10/2022,8.5,0101000020E61000009A0D32C9C86D4AC0CE8DE9094BD04740,RLS,3,10:50:00,47.62729,-52.85769,Jasmin Schuster,1,1,Chordata,Actinopterygii,Perciformes,Labridae,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,2.5,3,1.015045291
923401386,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD4,Portugal Cove,47.62729,-52.85769,4/10/2022,8.5,0101000020E61000009A0D32C9C86D4AC0CE8DE9094BD04740,RLS,3,10:50:00,47.62729,-52.85769,Jasmin Schuster,1,2,Chordata,Actinopterygii,Perciformes,Labridae,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,2.5,3,1.015045291
923401386,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD4,Portugal Cove,47.62729,-52.85769,4/10/2022,8.5,0101000020E61000009A0D32C9C86D4AC0CE8DE9094BD04740,RLS,3,10:50:00,47.62729,-52.85769,Jasmin Schuster,1,2,Chordata,Actinopterygii,Perciformes,Labridae,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,12.5,1,38.33866699
923401386,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD4,Portugal Cove,47.62729,-52.85769,4/10/2022,8.5,0101000020E61000009A0D32C9C86D4AC0CE8DE9094BD04740,RLS,3,10:50:00,47.62729,-52.85769,Jasmin Schuster,1,2,Chordata,Actinopterygii,Perciformes,Labridae,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,10,1,19.89841483
923401386,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD4,Portugal Cove,47.62729,-52.85769,4/10/2022,8.5,0101000020E61000009A0D32C9C86D4AC0CE8DE9094BD04740,RLS,3,10:50:00,47.62729,-52.85769,Jasmin Schuster,1,2,Chordata,Actinopterygii,Perciformes,Labridae,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,7.5,5,42.71629115
923401386,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD4,Portugal Cove,47.62729,-52.85769,4/10/2022,8.5,0101000020E61000009A0D32C9C86D4AC0CE8DE9094BD04740,RLS,3,10:50:00,47.62729,-52.85769,Jasmin Schuster,1,2,Chordata,Actinopterygii,Perciformes,Labridae,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,5,8,20.75779938
923401385,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD13,Bauline,47.722559,-52.835218,5/10/2022,9,0101000020E6100000E983656CE86A4AC01A3735D07CDC4740,RLS,5,10:20:00,47.72255,-52.83521,Jasmin Schuster,1,1,Chordata,Actinopterygii,Perciformes,Labridae,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,2.5,3,1.015045291
923401385,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD13,Bauline,47.722559,-52.835218,5/10/2022,9,0101000020E6100000E983656CE86A4AC01A3735D07CDC4740,RLS,5,10:20:00,47.72255,-52.83521,Jasmin Schuster,1,1,Chordata,Actinopterygii,Perciformes,Labridae,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,20,1,139.8826497
923401385,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD13,Bauline,47.722559,-52.835218,5/10/2022,9,0101000020E6100000E983656CE86A4AC01A3735D07CDC4740,RLS,5,10:20:00,47.72255,-52.83521,Jasmin Schuster,1,1,Chordata,Actinopterygii,Perciformes,Labridae,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,12.5,2,76.67733399
923401385,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD13,Bauline,47.722559,-52.835218,5/10/2022,9,0101000020E6100000E983656CE86A4AC01A3735D07CDC4740,RLS,5,10:20:00,47.72255,-52.83521,Jasmin Schuster,1,1,Chordata,Actinopterygii,Perciformes,Labridae,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,10,1,19.89841483
923401385,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD13,Bauline,47.722559,-52.835218,5/10/2022,9,0101000020E6100000E983656CE86A4AC01A3735D07CDC4740,RLS,5,10:20:00,47.72255,-52.83521,Jasmin Schuster,1,1,Chordata,Actinopterygii,Perciformes,Labridae,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,5,1,2.594724922
923401385,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD13,Bauline,47.722559,-52.835218,5/10/2022,9,0101000020E6100000E983656CE86A4AC01A3735D07CDC4740,RLS,5,10:20:00,47.72255,-52.83521,Valesca De Groot,1,2,Chordata,Actinopterygii,Perciformes,Labridae,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,15,3,196.549501
923401385,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD13,Bauline,47.722559,-52.835218,5/10/2022,9,0101000020E6100000E983656CE86A4AC01A3735D07CDC4740,RLS,5,10:20:00,47.72255,-52.83521,Valesca De Groot,1,2,Chordata,Actinopterygii,Perciformes,Labridae,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,10,1,19.89841483
923401385,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD13,Bauline,47.722559,-52.835218,5/10/2022,9,0101000020E6100000E983656CE86A4AC01A3735D07CDC4740,RLS,5,10:20:00,47.72255,-52.83521,Valesca De Groot,1,2,Chordata,Actinopterygii,Perciformes,Labridae,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,7.5,2,17.08651646
923401385,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD13,Bauline,47.722559,-52.835218,5/10/2022,9,0101000020E6100000E983656CE86A4AC01A3735D07CDC4740,RLS,5,10:20:00,47.72255,-52.83521,Valesca De Groot,1,2,Chordata,Actinopterygii,Perciformes,Labridae,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,5,4,10.37889969
923401385,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD13,Bauline,47.722559,-52.835218,5/10/2022,9,0101000020E6100000E983656CE86A4AC01A3735D07CDC4740,RLS,5,10:20:00,47.72255,-52.83521,Valesca De Groot,1,2,Chordata,Actinopterygii,Perciformes,Labridae,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,2.5,1,0.33834843
923401384,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD2,Tappers Cove,47.66498,-52.72689,3/10/2022,9,0101000020E61000000DE544BB0A5D4AC03E3F8C101ED54740,RLS,4,10:50:00,47.66498,-52.72689,Jasmin Schuster,1,1,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus morhua,Gadus morhua,Gadus morhua,Gadus morhua,2.5,30,6.406749307
923401384,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD2,Tappers Cove,47.66498,-52.72689,3/10/2022,9,0101000020E61000000DE544BB0A5D4AC03E3F8C101ED54740,RLS,4,10:50:00,47.66498,-52.72689,Jasmin Schuster,1,1,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus morhua,Gadus morhua,Gadus morhua,Gadus morhua,10,20,302.4661824
923401384,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD2,Tappers Cove,47.66498,-52.72689,3/10/2022,9,0101000020E61000000DE544BB0A5D4AC03E3F8C101ED54740,RLS,4,10:50:00,47.66498,-52.72689,Jasmin Schuster,1,1,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus morhua,Gadus morhua,Gadus morhua,Gadus morhua,7.5,30,187.4266515
923401384,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD2,Tappers Cove,47.66498,-52.72689,3/10/2022,9,0101000020E61000000DE544BB0A5D4AC03E3F8C101ED54740,RLS,4,10:50:00,47.66498,-52.72689,Jasmin Schuster,1,1,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus morhua,Gadus morhua,Gadus morhua,Gadus morhua,5,50,89.8569466
923401384,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD2,Tappers Cove,47.66498,-52.72689,3/10/2022,9,0101000020E61000000DE544BB0A5D4AC03E3F8C101ED54740,RLS,4,10:50:00,47.66498,-52.72689,Jasmin Schuster,1,1,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Myoxocephalus scorpius,Myoxocephalus scorpius,Myoxocephalus scorpius,Myoxocephalus scorpius,25,1,364.6394407
923401384,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD2,Tappers Cove,47.66498,-52.72689,3/10/2022,9,0101000020E61000000DE544BB0A5D4AC03E3F8C101ED54740,RLS,4,10:50:00,47.66498,-52.72689,Jasmin Schuster,1,2,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus morhua,Gadus morhua,Gadus morhua,Gadus morhua,2.5,10,2.135583102
923401384,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD2,Tappers Cove,47.66498,-52.72689,3/10/2022,9,0101000020E61000000DE544BB0A5D4AC03E3F8C101ED54740,RLS,4,10:50:00,47.66498,-52.72689,Jasmin Schuster,1,2,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus morhua,Gadus morhua,Gadus morhua,Gadus morhua,10,10,151.2330912
923401384,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD2,Tappers Cove,47.66498,-52.72689,3/10/2022,9,0101000020E61000000DE544BB0A5D4AC03E3F8C101ED54740,RLS,4,10:50:00,47.66498,-52.72689,Jasmin Schuster,1,2,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus morhua,Gadus morhua,Gadus morhua,Gadus morhua,7.5,20,124.951101
923401384,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD2,Tappers Cove,47.66498,-52.72689,3/10/2022,9,0101000020E61000000DE544BB0A5D4AC03E3F8C101ED54740,RLS,4,10:50:00,47.66498,-52.72689,Jasmin Schuster,1,2,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus morhua,Gadus morhua,Gadus morhua,Gadus morhua,5,37,66.49414048
923401383,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD2,Tappers Cove,47.66498,-52.72689,20/07/2021,6,0101000020E61000000DE544BB0A5D4AC03E3F8C101ED54740,RLS,5,12:00:00,47.66497,-52.72689,Jasmin Schuster,1,1,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus morhua,Gadus morhua,Gadus morhua,Gadus morhua,12.5,20,600.4561466
923401383,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD2,Tappers Cove,47.66498,-52.72689,20/07/2021,6,0101000020E61000000DE544BB0A5D4AC03E3F8C101ED54740,RLS,5,12:00:00,47.66497,-52.72689,Jasmin Schuster,1,1,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus morhua,Gadus morhua,Gadus morhua,Gadus morhua,7.5,11,68.72310556
