survey_id,country,area,ecoregion,realm,location,site_code,site_name,latitude,longitude,survey_date,depth,geom,program,visibility,hour,survey_latitude,survey_longitude,diver,method,block,phylum,class,order,family,recorded_species_name,species_name,taxon,reporting_name,total,biomass
923401390,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD2,Tappers Cove,47.66498,-52.72689,3/10/2022,6,0101000020E61000000DE544BB0A5D4AC03E3F8C101ED54740,RLS,5,12:10:00,47.66498,-52.72689,Jasmin Schuster,1,1,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus morhua,Gadus morhua,Gadus morhua,Gadus morhua,1,0.21355831
923401390,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD2,Tappers Cove,47.66498,-52.72689,3/10/2022,6,0101000020E61000000DE544BB0A5D4AC03E3F8C101ED54740,RLS,5,12:10:00,47.66498,-52.72689,Jasmin Schuster,1,2,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus morhua,Gadus morhua,Gadus morhua,Gadus morhua,22,39.5370565
923401390,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD2,Tappers Cove,47.66498,-52.72689,3/10/2022,6,0101000020E61000000DE544BB0A5D4AC03E3F8C101ED54740,RLS,5,12:10:00,47.66498,-52.72689,Jasmin Schuster,1,2,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus morhua,Gadus morhua,Gadus morhua,Gadus morhua,25,5.338957756
923401390,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD2,Tappers Cove,47.66498,-52.72689,3/10/2022,6,0101000020E61000000DE544BB0A5D4AC03E3F8C101ED54740,RLS,5,12:10:00,47.66498,-52.72689,Jasmin Schuster,1,2,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Myoxocephalus aenaeus,Myoxocephalus aenaeus,Myoxocephalus aenaeus,Myoxocephalus aenaeus,1,NA
923401390,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD2,Tappers Cove,47.66498,-52.72689,3/10/2022,6,0101000020E61000000DE544BB0A5D4AC03E3F8C101ED54740,RLS,5,12:10:00,47.66498,-52.72689,Jasmin Schuster,1,2,Chordata,Actinopterygii,Perciformes,Labridae,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,5,12.97362461
923401390,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD2,Tappers Cove,47.66498,-52.72689,3/10/2022,6,0101000020E61000000DE544BB0A5D4AC03E3F8C101ED54740,RLS,5,12:10:00,47.66498,-52.72689,Jasmin Schuster,1,2,Chordata,Actinopterygii,Perciformes,Labridae,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,2,0.676696861
923401389,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD12,Biscayan Cove,47.803726,-52.787438,5/10/2022,8,0101000020E610000057D0B4C4CA644AC0F2785A7EE0E64740,RLS,5,12:50:00,47.80372,-52.78743,Jasmin Schuster,1,1,Chordata,Actinopterygii,Perciformes,Labridae,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,3,1.015045291
923401389,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD12,Biscayan Cove,47.803726,-52.787438,5/10/2022,8,0101000020E610000057D0B4C4CA644AC0F2785A7EE0E64740,RLS,5,12:50:00,47.80372,-52.78743,Jasmin Schuster,1,1,Chordata,Actinopterygii,Perciformes,Stichaeidae,Ulvaria subbifurcata,Ulvaria subbifurcata,Ulvaria subbifurcata,Ulvaria subbifurcata,1,NA
923401389,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD12,Biscayan Cove,47.803726,-52.787438,5/10/2022,8,0101000020E610000057D0B4C4CA644AC0F2785A7EE0E64740,RLS,5,12:50:00,47.80372,-52.78743,Valesca De Groot,1,2,Chordata,Actinopterygii,Perciformes,Stichaeidae,Ulvaria subbifurcata,Ulvaria subbifurcata,Ulvaria subbifurcata,Ulvaria subbifurcata,1,NA
923401388,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD1,Middle Cove,47.65214,-52.69617,6/10/2022,5.5,0101000020E6100000683A3B191C594AC0EC34D25279D34740,RLS,4,10:20:00,47.65214,-52.69617,Jasmin Schuster,1,1,NA,NA,NA,NA,No species found,No species found,NA,NA,1,NA
923401388,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD1,Middle Cove,47.65214,-52.69617,6/10/2022,5.5,0101000020E6100000683A3B191C594AC0EC34D25279D34740,RLS,4,10:20:00,47.65214,-52.69617,Valesca De Groot,1,2,Chordata,Actinopterygii,Perciformes,Stichaeidae,Ulvaria subbifurcata,Ulvaria subbifurcata,Ulvaria subbifurcata,Ulvaria subbifurcata,1,NA
923401387,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD4,Portugal Cove,47.62729,-52.85769,4/10/2022,6.5,0101000020E61000009A0D32C9C86D4AC0CE8DE9094BD04740,RLS,4,12:50:00,47.62729,-52.85769,Jasmin Schuster,1,1,Chordata,Actinopterygii,Perciformes,Labridae,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,8,20.75779938
923401387,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD4,Portugal Cove,47.62729,-52.85769,4/10/2022,6.5,0101000020E61000009A0D32C9C86D4AC0CE8DE9094BD04740,RLS,4,12:50:00,47.62729,-52.85769,Jasmin Schuster,1,1,Chordata,Actinopterygii,Perciformes,Labridae,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,5,42.716291150000004
923401387,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD4,Portugal Cove,47.62729,-52.85769,4/10/2022,6.5,0101000020E61000009A0D32C9C86D4AC0CE8DE9094BD04740,RLS,4,12:50:00,47.62729,-52.85769,Jasmin Schuster,1,1,Chordata,Actinopterygii,Perciformes,Labridae,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,48,16.24072465
923401387,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD4,Portugal Cove,47.62729,-52.85769,4/10/2022,6.5,0101000020E61000009A0D32C9C86D4AC0CE8DE9094BD04740,RLS,4,12:50:00,47.62729,-52.85769,Valesca De Groot,1,2,Chordata,Actinopterygii,Perciformes,Labridae,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,16,136.6921317
923401387,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD4,Portugal Cove,47.62729,-52.85769,4/10/2022,6.5,0101000020E61000009A0D32C9C86D4AC0CE8DE9094BD04740,RLS,4,12:50:00,47.62729,-52.85769,Valesca De Groot,1,2,Chordata,Actinopterygii,Perciformes,Labridae,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,22,57.08394829
923401387,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD4,Portugal Cove,47.62729,-52.85769,4/10/2022,6.5,0101000020E61000009A0D32C9C86D4AC0CE8DE9094BD04740,RLS,4,12:50:00,47.62729,-52.85769,Valesca De Groot,1,2,Chordata,Actinopterygii,Perciformes,Labridae,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,8,2.706787442
923401387,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD4,Portugal Cove,47.62729,-52.85769,4/10/2022,6.5,0101000020E61000009A0D32C9C86D4AC0CE8DE9094BD04740,RLS,4,12:50:00,47.62729,-52.85769,Valesca De Groot,1,2,Chordata,Actinopterygii,Perciformes,Labridae,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,2,76.67733399
923401387,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD4,Portugal Cove,47.62729,-52.85769,4/10/2022,6.5,0101000020E61000009A0D32C9C86D4AC0CE8DE9094BD04740,RLS,4,12:50:00,47.62729,-52.85769,Valesca De Groot,1,2,Chordata,Actinopterygii,Perciformes,Labridae,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,4,79.59365931
923401386,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD4,Portugal Cove,47.62729,-52.85769,4/10/2022,8.5,0101000020E61000009A0D32C9C86D4AC0CE8DE9094BD04740,RLS,3,10:50:00,47.62729,-52.85769,Jasmin Schuster,1,1,Chordata,Actinopterygii,Perciformes,Labridae,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,4,116.47416365
923401386,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD4,Portugal Cove,47.62729,-52.85769,4/10/2022,8.5,0101000020E61000009A0D32C9C86D4AC0CE8DE9094BD04740,RLS,3,10:50:00,47.62729,-52.85769,Jasmin Schuster,1,1,Chordata,Actinopterygii,Perciformes,Labridae,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,2,11.137983152
923401386,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD4,Portugal Cove,47.62729,-52.85769,4/10/2022,8.5,0101000020E61000009A0D32C9C86D4AC0CE8DE9094BD04740,RLS,3,10:50:00,47.62729,-52.85769,Jasmin Schuster,1,1,Chordata,Actinopterygii,Perciformes,Labridae,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,3,1.015045291
923401386,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD4,Portugal Cove,47.62729,-52.85769,4/10/2022,8.5,0101000020E61000009A0D32C9C86D4AC0CE8DE9094BD04740,RLS,3,10:50:00,47.62729,-52.85769,Jasmin Schuster,1,2,Chordata,Actinopterygii,Perciformes,Labridae,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,3,1.015045291
923401386,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD4,Portugal Cove,47.62729,-52.85769,4/10/2022,8.5,0101000020E61000009A0D32C9C86D4AC0CE8DE9094BD04740,RLS,3,10:50:00,47.62729,-52.85769,Jasmin Schuster,1,2,Chordata,Actinopterygii,Perciformes,Labridae,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,2,58.23708182
923401386,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD4,Portugal Cove,47.62729,-52.85769,4/10/2022,8.5,0101000020E61000009A0D32C9C86D4AC0CE8DE9094BD04740,RLS,3,10:50:00,47.62729,-52.85769,Jasmin Schuster,1,2,Chordata,Actinopterygii,Perciformes,Labridae,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,5,42.716291150000004
923401386,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD4,Portugal Cove,47.62729,-52.85769,4/10/2022,8.5,0101000020E61000009A0D32C9C86D4AC0CE8DE9094BD04740,RLS,3,10:50:00,47.62729,-52.85769,Jasmin Schuster,1,2,Chordata,Actinopterygii,Perciformes,Labridae,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,8,20.75779938
923401385,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD13,Bauline,47.722559,-52.835218,5/10/2022,9,0101000020E6100000E983656CE86A4AC01A3735D07CDC4740,RLS,5,10:20:00,47.72255,-52.83521,Jasmin Schuster,1,1,Chordata,Actinopterygii,Perciformes,Labridae,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,3,1.015045291
923401385,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD13,Bauline,47.722559,-52.835218,5/10/2022,9,0101000020E6100000E983656CE86A4AC01A3735D07CDC4740,RLS,5,10:20:00,47.72255,-52.83521,Jasmin Schuster,1,1,Chordata,Actinopterygii,Perciformes,Labridae,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,3,162.375789452
923401385,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD13,Bauline,47.722559,-52.835218,5/10/2022,9,0101000020E6100000E983656CE86A4AC01A3735D07CDC4740,RLS,5,10:20:00,47.72255,-52.83521,Jasmin Schuster,1,1,Chordata,Actinopterygii,Perciformes,Labridae,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,2,76.67733399
923401385,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD13,Bauline,47.722559,-52.835218,5/10/2022,9,0101000020E6100000E983656CE86A4AC01A3735D07CDC4740,RLS,5,10:20:00,47.72255,-52.83521,Valesca De Groot,1,2,Chordata,Actinopterygii,Perciformes,Labridae,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,3,196.549501
923401385,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD13,Bauline,47.722559,-52.835218,5/10/2022,9,0101000020E6100000E983656CE86A4AC01A3735D07CDC4740,RLS,5,10:20:00,47.72255,-52.83521,Valesca De Groot,1,2,Chordata,Actinopterygii,Perciformes,Labridae,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,2,20.23676326
923401385,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD13,Bauline,47.722559,-52.835218,5/10/2022,9,0101000020E6100000E983656CE86A4AC01A3735D07CDC4740,RLS,5,10:20:00,47.72255,-52.83521,Valesca De Groot,1,2,Chordata,Actinopterygii,Perciformes,Labridae,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,2,17.08651646
923401385,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD13,Bauline,47.722559,-52.835218,5/10/2022,9,0101000020E6100000E983656CE86A4AC01A3735D07CDC4740,RLS,5,10:20:00,47.72255,-52.83521,Valesca De Groot,1,2,Chordata,Actinopterygii,Perciformes,Labridae,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,4,10.37889969
923401384,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD2,Tappers Cove,47.66498,-52.72689,3/10/2022,9,0101000020E61000000DE544BB0A5D4AC03E3F8C101ED54740,RLS,4,10:50:00,47.66498,-52.72689,Jasmin Schuster,1,1,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus morhua,Gadus morhua,Gadus morhua,Gadus morhua,60,193.833400807
923401384,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD2,Tappers Cove,47.66498,-52.72689,3/10/2022,9,0101000020E61000000DE544BB0A5D4AC03E3F8C101ED54740,RLS,4,10:50:00,47.66498,-52.72689,Jasmin Schuster,1,1,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus morhua,Gadus morhua,Gadus morhua,Gadus morhua,20,302.4661824
923401384,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD2,Tappers Cove,47.66498,-52.72689,3/10/2022,9,0101000020E61000000DE544BB0A5D4AC03E3F8C101ED54740,RLS,4,10:50:00,47.66498,-52.72689,Jasmin Schuster,1,1,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus morhua,Gadus morhua,Gadus morhua,Gadus morhua,50,89.8569466
923401384,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD2,Tappers Cove,47.66498,-52.72689,3/10/2022,9,0101000020E61000000DE544BB0A5D4AC03E3F8C101ED54740,RLS,4,10:50:00,47.66498,-52.72689,Jasmin Schuster,1,1,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Myoxocephalus scorpius,Myoxocephalus scorpius,Myoxocephalus scorpius,Myoxocephalus scorpius,1,364.6394407
923401384,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD2,Tappers Cove,47.66498,-52.72689,3/10/2022,9,0101000020E61000000DE544BB0A5D4AC03E3F8C101ED54740,RLS,4,10:50:00,47.66498,-52.72689,Jasmin Schuster,1,2,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus morhua,Gadus morhua,Gadus morhua,Gadus morhua,20,153.368674302
923401384,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD2,Tappers Cove,47.66498,-52.72689,3/10/2022,9,0101000020E61000000DE544BB0A5D4AC03E3F8C101ED54740,RLS,4,10:50:00,47.66498,-52.72689,Jasmin Schuster,1,2,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus morhua,Gadus morhua,Gadus morhua,Gadus morhua,20,124.951101
923401384,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD2,Tappers Cove,47.66498,-52.72689,3/10/2022,9,0101000020E61000000DE544BB0A5D4AC03E3F8C101ED54740,RLS,4,10:50:00,47.66498,-52.72689,Jasmin Schuster,1,2,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus morhua,Gadus morhua,Gadus morhua,Gadus morhua,37,66.49414048
923401383,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD2,Tappers Cove,47.66498,-52.72689,20/07/2021,6,0101000020E61000000DE544BB0A5D4AC03E3F8C101ED54740,RLS,5,12:00:00,47.66497,-52.72689,Jasmin Schuster,1,1,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus morhua,Gadus morhua,Gadus morhua,Gadus morhua,20,600.4561466
923401383,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD2,Tappers Cove,47.66498,-52.72689,20/07/2021,6,0101000020E61000000DE544BB0A5D4AC03E3F8C101ED54740,RLS,5,12:00:00,47.66497,-52.72689,Jasmin Schuster,1,1,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus morhua,Gadus morhua,Gadus morhua,Gadus morhua,11,68.72310556
923401383,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD2,Tappers Cove,47.66498,-52.72689,20/07/2021,6,0101000020E61000000DE544BB0A5D4AC03E3F8C101ED54740,RLS,5,12:00:00,47.66497,-52.72689,Jasmin Schuster,1,1,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus morhua,Gadus morhua,Gadus morhua,Gadus morhua,12,181.4797094
923401383,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD2,Tappers Cove,47.66498,-52.72689,20/07/2021,6,0101000020E61000000DE544BB0A5D4AC03E3F8C101ED54740,RLS,5,12:00:00,47.66497,-52.72689,Andrew Perry,1,2,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus morhua,Gadus morhua,Gadus morhua,Gadus morhua,1,1.797138932
923401383,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD2,Tappers Cove,47.66498,-52.72689,20/07/2021,6,0101000020E61000000DE544BB0A5D4AC03E3F8C101ED54740,RLS,5,12:00:00,47.66497,-52.72689,Andrew Perry,1,2,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus morhua,Gadus morhua,Gadus morhua,Gadus morhua,4,210.2980568
923401383,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD2,Tappers Cove,47.66498,-52.72689,20/07/2021,6,0101000020E61000000DE544BB0A5D4AC03E3F8C101ED54740,RLS,5,12:00:00,47.66497,-52.72689,Andrew Perry,1,2,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus morhua,Gadus morhua,Gadus morhua,Gadus morhua,3,45.36992736
923401383,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD2,Tappers Cove,47.66498,-52.72689,20/07/2021,6,0101000020E61000000DE544BB0A5D4AC03E3F8C101ED54740,RLS,5,12:00:00,47.66497,-52.72689,Andrew Perry,1,2,Chordata,Actinopterygii,Perciformes,Pholidae,Pholis gunnellus,Pholis gunnellus,Pholis gunnellus,Pholis gunnellus,1,3.261161819
923401383,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD2,Tappers Cove,47.66498,-52.72689,20/07/2021,6,0101000020E61000000DE544BB0A5D4AC03E3F8C101ED54740,RLS,5,12:00:00,47.66497,-52.72689,Andrew Perry,1,2,Chordata,Actinopterygii,Perciformes,Stichaeidae,Ulvaria subbifurcata,Ulvaria subbifurcata,Ulvaria subbifurcata,Ulvaria subbifurcata,1,NA
923401382,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD1,Middle Cove,47.65214,-52.69617,19/07/2021,5,0101000020E6100000683A3B191C594AC0EC34D25279D34740,RLS,7,10:30:00,47.65213,-52.69617,Jasmin Schuster,1,1,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Mallotus villosus,Mallotus villosus,Mallotus villosus,Mallotus villosus,9000,NA
923401382,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD1,Middle Cove,47.65214,-52.69617,19/07/2021,5,0101000020E6100000683A3B191C594AC0EC34D25279D34740,RLS,7,10:30:00,47.65213,-52.69617,Jasmin Schuster,1,1,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Mallotus villosus,Mallotus villosus,Mallotus villosus,Mallotus villosus,1000,NA
923401382,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD1,Middle Cove,47.65214,-52.69617,19/07/2021,5,0101000020E6100000683A3B191C594AC0EC34D25279D34740,RLS,7,10:30:00,47.65213,-52.69617,Jasmin Schuster,1,1,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pseudopleuronectes americanus,Pseudopleuronectes americanus,Pseudopleuronectes americanus,Pseudopleuronectes americanus,1,956.6328336
923401382,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD1,Middle Cove,47.65214,-52.69617,19/07/2021,5,0101000020E6100000683A3B191C594AC0EC34D25279D34740,RLS,7,10:30:00,47.65213,-52.69617,Jasmin Schuster,1,2,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Mallotus villosus,Mallotus villosus,Mallotus villosus,Mallotus villosus,1000,NA
923401382,Canada,Newfoundland and Labrador,Northern Grand Banks - Southern Labrador,Arctic,Newfoundland,NFLD1,Middle Cove,47.65214,-52.69617,19/07/2021,5,0101000020E6100000683A3B191C594AC0EC34D25279D34740,RLS,7,10:30:00,47.65213,-52.69617,Jasmin Schuster,1,2,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Mallotus villosus,Mallotus villosus,Mallotus villosus,Mallotus villosus,9000,NA
